userID,object,side,action,trialID,phase,frameID,frameTimeStamp,vh,vw,tia,tma,tra,tla,vhraw,vwraw,tiax,tiay,tiaz,tmax,tmay,tmaz,trax,tray,traz,tlax,tlay,tlaz
15,bar,left,center,0,Grasped,619,645.7513,0.065912232552069,0.0264871289497276,4.36085199129711,4.66330373233398,5.58687260907209,6.82245826443812,0.065912232552069,0.0264871289497276,0.435700000000001,4.3258,-0.3386,-1.3859,4.4367,-0.375999999999998,-3.1835,4.4807,-1.0009,-4.4666,4.0564,-3.1845
15,bar,left,center,0,Grasped,620,646.9055,0.065912232552069,0.0264871289497276,4.33360794142709,4.64561289175067,5.55636348792985,6.80366124744611,0.065912232552069,0.0264871289497276,0.4313,4.2993,-0.331899999999997,-1.3925,4.4167,-0.368000000000002,-3.1796,4.4481,-0.988799999999998,-4.4676,4.0355,-3.1694
15,bar,left,center,0,Grasped,621,647.8786,0.0754318129173535,0.0284699487881135,4.31142456619619,4.65204412489822,5.53749071872811,6.79512615703344,0.0754318129173535,0.0284699487881135,0.425699999999999,4.2779,-0.326700000000002,-1.4018,4.4207,-0.365900000000003,-3.1729,4.4308,-0.982100000000003,-4.4692,4.02820000000001,-3.1581
15,bar,left,center,0,Grasped,622,648.9759,0.0480479760239732,0.0347966563911132,4.28853228272798,4.63269390851587,5.51553178669111,6.78373701141193,0.0480479760239732,0.0347966563911132,0.416799999999999,4.2563,-0.318899999999999,-1.4015,4.4008,-0.361399999999996,-3.171,4.407,-0.971699999999998,-4.4652,4.0204,-3.1492
15,bar,left,center,0,Grasped,623,650.0749,0.0633163485997005,0.0294042217376903,4.26351951561149,4.6032171912696,5.49046256065916,6.76400433840783,0.0633163485997005,0.0294042217376903,0.409500000000001,4.2325,-0.309599999999996,-1.4041,4.36969999999999,-0.351900000000001,-3.1728,4.3773,-0.957999999999998,-4.4597,4.0026,-3.1372
15,bar,left,center,0,Grasped,624,651.0873,0.101206039345483,0.0309435863467576,4.23763717890053,4.57880719947893,5.46230299415915,6.74331456629453,0.101206039345483,0.0309435863467576,0.400599999999997,4.2081,-0.298300000000005,-1.4099,4.343,-0.340600000000002,-3.177,4.3424,-0.941800000000001,-4.4603,3.9786,-3.1223
15,bar,left,center,0,Grasped,625,652.0179,0.125440816323837,0.0348289534726515,4.21977825483757,4.57098347623353,5.45133752853371,6.73496223077754,0.125440816323837,0.0348289534726515,0.391999999999999,4.1914,-0.291599999999995,-1.4225,4.3313,-0.331999999999994,-3.1881,4.3232,-0.928999999999995,-4.4656,3.9675,-3.1108
15,bar,left,center,0,Grasped,626,653.151,0.0730988153119062,0.026566341411663,4.20304501165524,4.54737572452508,5.43345140587454,6.73287504933814,0.0730988153119062,0.026566341411663,0.387,4.1754,-0.286100000000005,-1.4161,4.3089,-0.326599999999999,-3.19,4.3013,-0.9193,-4.4731,3.9631,-3.1011
15,bar,left,center,1,Grasped,719,748.8972,0.00705453045923624,0.0178735397725303,4.4070154481236,4.88696264769847,5.83939699797847,6.99605592101721,0.00705453045923624,0.0178735397725303,0.333200000000001,4.3944,0.00339999999999918,-1.6266,4.60400000000001,-0.199399999999997,-3.5724,4.5323,-0.891500000000001,-4.9887,3.863,-3.0224
15,bar,left,center,1,Grasped,720,749.976,0.00705453045923624,0.0178735397725303,4.38074353278071,4.87329184843264,5.8256931724903,6.98992537013093,0.00705453045923624,0.0178735397725303,0.3245,4.3687,0.00859999999999417,-1.6312,4.588,-0.196000000000005,-3.5742,4.5147,-0.883900000000004,-4.986,3.8582,-3.01880000000001
